City,Sector,Polygon,Center-Lat,Center-Lng,Area,Area-Type,Area-Unit,Price
Gurgaon,,,,,,,,
 ,Shivpuri,"[{'lng': 77.00178975, 'lat': 28.47194376}, {'lng': 77.0034414, 'lat': 28.47137343}, {'lng': 77.00376493, 'lat': 28.47198626}, {'lng': 77.00398787, 'lat': 28.47217599}, {'lng': 77.00483162, 'lat': 28.47063189}, {'lng': 77.00546308, 'lat': 28.46893359}, {'lng': 77.01283402, 'lat': 28.47166108}, {'lng': 77.01715624, 'lat': 28.4732635}, {'lng': 77.01798358, 'lat': 28.47363393}, {'lng': 77.01773238, 'lat': 28.47423097}, {'lng': 77.01472342, 'lat': 28.48059328}, {'lng': 77.01469981, 'lat': 28.48075035}, {'lng': 77.01463935, 'lat': 28.48082777}, {'lng': 77.01451824, 'lat': 28.4807537}, {'lng': 77.00450915, 'lat': 28.47724282}, {'lng': 77.00224907, 'lat': 28.47644587}, {'lng': 77.00215874, 'lat': 28.47638746}, {'lng': 77.00258537, 'lat': 28.47533476}, {'lng': 77.00241539, 'lat': 28.47516623}, {'lng': 77.00154343, 'lat': 28.47279689}, {'lng': 77.00178975, 'lat': 28.47194376}]",28.4741603,77.0075055,90,Plot ,Sq. Yards,2 Lac
 ,Ram Vihar,"[{'lng': 77.00178975, 'lat': 28.47194376}, {'lng': 77.0034414, 'lat': 28.47137343}, {'lng': 77.00376493, 'lat': 28.47198626}, {'lng': 77.00398787, 'lat': 28.47217599}, {'lng': 77.00483162, 'lat': 28.47063189}, {'lng': 77.00546308, 'lat': 28.46893359}, {'lng': 77.01283402, 'lat': 28.47166108}, {'lng': 77.01715624, 'lat': 28.4732635}, {'lng': 77.01798358, 'lat': 28.47363393}, {'lng': 77.01773238, 'lat': 28.47423097}, {'lng': 77.01472342, 'lat': 28.48059328}, {'lng': 77.01469981, 'lat': 28.48075035}, {'lng': 77.01463935, 'lat': 28.48082777}, {'lng': 77.01451824, 'lat': 28.4807537}, {'lng': 77.00450915, 'lat': 28.47724282}, {'lng': 77.00224907, 'lat': 28.47644587}, {'lng': 77.00215874, 'lat': 28.47638746}, {'lng': 77.00258537, 'lat': 28.47533476}, {'lng': 77.00241539, 'lat': 28.47516623}, {'lng': 77.00154343, 'lat': 28.47279689}, {'lng': 77.00178975, 'lat': 28.47194376}]",28.4741603,77.0075055,1000,Plot ,Sq.Ft.,"15,000"
 ,Sector-9A Gurgaon,"[{'lng': 77.00178975, 'lat': 28.47194376}, {'lng': 77.0034414, 'lat': 28.47137343}, {'lng': 77.00376493, 'lat': 28.47198626}, {'lng': 77.00398787, 'lat': 28.47217599}, {'lng': 77.00483162, 'lat': 28.47063189}, {'lng': 77.00546308, 'lat': 28.46893359}, {'lng': 77.01283402, 'lat': 28.47166108}, {'lng': 77.01715624, 'lat': 28.4732635}, {'lng': 77.01798358, 'lat': 28.47363393}, {'lng': 77.01773238, 'lat': 28.47423097}, {'lng': 77.01472342, 'lat': 28.48059328}, {'lng': 77.01469981, 'lat': 28.48075035}, {'lng': 77.01463935, 'lat': 28.48082777}, {'lng': 77.01451824, 'lat': 28.4807537}, {'lng': 77.00450915, 'lat': 28.47724282}, {'lng': 77.00224907, 'lat': 28.47644587}, {'lng': 77.00215874, 'lat': 28.47638746}, {'lng': 77.00258537, 'lat': 28.47533476}, {'lng': 77.00241539, 'lat': 28.47516623}, {'lng': 77.00154343, 'lat': 28.47279689}, {'lng': 77.00178975, 'lat': 28.47194376}]",28.4741603,77.0075055,87120,Plot ,Sq.Ft.,15.68 Lac
 ,Sector-104 Gurgaon,"[{'lng': 77.00178975, 'lat': 28.47194376}, {'lng': 77.0034414, 'lat': 28.47137343}, {'lng': 77.00376493, 'lat': 28.47198626}, {'lng': 77.00398787, 'lat': 28.47217599}, {'lng': 77.00483162, 'lat': 28.47063189}, {'lng': 77.00546308, 'lat': 28.46893359}, {'lng': 77.01283402, 'lat': 28.47166108}, {'lng': 77.01715624, 'lat': 28.4732635}, {'lng': 77.01798358, 'lat': 28.47363393}, {'lng': 77.01773238, 'lat': 28.47423097}, {'lng': 77.01472342, 'lat': 28.48059328}, {'lng': 77.01469981, 'lat': 28.48075035}, {'lng': 77.01463935, 'lat': 28.48082777}, {'lng': 77.01451824, 'lat': 28.4807537}, {'lng': 77.00450915, 'lat': 28.47724282}, {'lng': 77.00224907, 'lat': 28.47644587}, {'lng': 77.00215874, 'lat': 28.47638746}, {'lng': 77.00258537, 'lat': 28.47533476}, {'lng': 77.00241539, 'lat': 28.47516623}, {'lng': 77.00154343, 'lat': 28.47279689}, {'lng': 77.00178975, 'lat': 28.47194376}]",28.4741603,77.0075055,2228,Plot ,Sq.Ft.,"14,000"
 ,New Colony,"[{'lng': 77.00178975, 'lat': 28.47194376}, {'lng': 77.0034414, 'lat': 28.47137343}, {'lng': 77.00376493, 'lat': 28.47198626}, {'lng': 77.00398787, 'lat': 28.47217599}, {'lng': 77.00483162, 'lat': 28.47063189}, {'lng': 77.00546308, 'lat': 28.46893359}, {'lng': 77.01283402, 'lat': 28.47166108}, {'lng': 77.01715624, 'lat': 28.4732635}, {'lng': 77.01798358, 'lat': 28.47363393}, {'lng': 77.01773238, 'lat': 28.47423097}, {'lng': 77.01472342, 'lat': 28.48059328}, {'lng': 77.01469981, 'lat': 28.48075035}, {'lng': 77.01463935, 'lat': 28.48082777}, {'lng': 77.01451824, 'lat': 28.4807537}, {'lng': 77.00450915, 'lat': 28.47724282}, {'lng': 77.00224907, 'lat': 28.47644587}, {'lng': 77.00215874, 'lat': 28.47638746}, {'lng': 77.00258537, 'lat': 28.47533476}, {'lng': 77.00241539, 'lat': 28.47516623}, {'lng': 77.00154343, 'lat': 28.47279689}, {'lng': 77.00178975, 'lat': 28.47194376}]",28.4741603,77.0075055,400,Carpet ,Sq.Ft.,"15,000"
 ,Ashok Vihar Phase II,"[{'lng': 77.00178975, 'lat': 28.47194376}, {'lng': 77.0034414, 'lat': 28.47137343}, {'lng': 77.00376493, 'lat': 28.47198626}, {'lng': 77.00398787, 'lat': 28.47217599}, {'lng': 77.00483162, 'lat': 28.47063189}, {'lng': 77.00546308, 'lat': 28.46893359}, {'lng': 77.01283402, 'lat': 28.47166108}, {'lng': 77.01715624, 'lat': 28.4732635}, {'lng': 77.01798358, 'lat': 28.47363393}, {'lng': 77.01773238, 'lat': 28.47423097}, {'lng': 77.01472342, 'lat': 28.48059328}, {'lng': 77.01469981, 'lat': 28.48075035}, {'lng': 77.01463935, 'lat': 28.48082777}, {'lng': 77.01451824, 'lat': 28.4807537}, {'lng': 77.00450915, 'lat': 28.47724282}, {'lng': 77.00224907, 'lat': 28.47644587}, {'lng': 77.00215874, 'lat': 28.47638746}, {'lng': 77.00258537, 'lat': 28.47533476}, {'lng': 77.00241539, 'lat': 28.47516623}, {'lng': 77.00154343, 'lat': 28.47279689}, {'lng': 77.00178975, 'lat': 28.47194376}]",28.4741603,77.0075055,1200,Built-up ,Sq.Ft.,"50,000"
 ,New Colony,"[{'lng': 77.00178975, 'lat': 28.47194376}, {'lng': 77.0034414, 'lat': 28.47137343}, {'lng': 77.00376493, 'lat': 28.47198626}, {'lng': 77.00398787, 'lat': 28.47217599}, {'lng': 77.00483162, 'lat': 28.47063189}, {'lng': 77.00546308, 'lat': 28.46893359}, {'lng': 77.01283402, 'lat': 28.47166108}, {'lng': 77.01715624, 'lat': 28.4732635}, {'lng': 77.01798358, 'lat': 28.47363393}, {'lng': 77.01773238, 'lat': 28.47423097}, {'lng': 77.01472342, 'lat': 28.48059328}, {'lng': 77.01469981, 'lat': 28.48075035}, {'lng': 77.01463935, 'lat': 28.48082777}, {'lng': 77.01451824, 'lat': 28.4807537}, {'lng': 77.00450915, 'lat': 28.47724282}, {'lng': 77.00224907, 'lat': 28.47644587}, {'lng': 77.00215874, 'lat': 28.47638746}, {'lng': 77.00258537, 'lat': 28.47533476}, {'lng': 77.00241539, 'lat': 28.47516623}, {'lng': 77.00154343, 'lat': 28.47279689}, {'lng': 77.00178975, 'lat': 28.47194376}]",28.4741603,77.0075055,210,Built-up ,Sq.Ft.,"30,000"
 ,Daulatabad Industrial Area,"[{'lng': 77.01470236, 'lat': 28.48075211}, {'lng': 77.01471752, 'lat': 28.48059531}, {'lng': 77.01706636, 'lat': 28.47562231}, {'lng': 77.01752379, 'lat': 28.4754742}, {'lng': 77.01812042, 'lat': 28.47537317}, {'lng': 77.01870032, 'lat': 28.47534169}, {'lng': 77.01936134, 'lat': 28.47531827}, {'lng': 77.02012219, 'lat': 28.47524411}, {'lng': 77.02027478, 'lat': 28.47588053}, {'lng': 77.01981696, 'lat': 28.47600287}, {'lng': 77.02088923, 'lat': 28.47725419}, {'lng': 77.02174786, 'lat': 28.47859435}, {'lng': 77.02265132, 'lat': 28.47792811}, {'lng': 77.02330834, 'lat': 28.47762887}, {'lng': 77.0251693, 'lat': 28.47716986}, {'lng': 77.02503509, 'lat': 28.47775289}, {'lng': 77.02514023, 'lat': 28.47812597}, {'lng': 77.02469977, 'lat': 28.47842819}, {'lng': 77.02485642, 'lat': 28.4792801}, {'lng': 77.02483096, 'lat': 28.47969848}, {'lng': 77.02492335, 'lat': 28.48088843}, {'lng': 77.02433275, 'lat': 28.48126467}, {'lng': 77.02355421, 'lat': 28.48163149}, {'lng': 77.02271841, 'lat': 28.48203891}, {'lng': 77.02080475, 'lat': 28.48395148}, {'lng': 77.01983545, 'lat': 28.48550905}, {'lng': 77.01915986, 'lat': 28.48520821}, {'lng': 77.0182402, 'lat': 28.48464001}, {'lng': 77.01722563, 'lat': 28.48310188}, {'lng': 77.01609609, 'lat': 28.48131392}, {'lng': 77.01463449, 'lat': 28.48082769}, {'lng': 77.01470236, 'lat': 28.48075211}]",28.4802232,77.018303,600,Plot ,Sq. Yards,"40,000"
 ,Ashok Vihar Phase II,"[{'lng': 77.01470236, 'lat': 28.48075211}, {'lng': 77.01471752, 'lat': 28.48059531}, {'lng': 77.01706636, 'lat': 28.47562231}, {'lng': 77.01752379, 'lat': 28.4754742}, {'lng': 77.01812042, 'lat': 28.47537317}, {'lng': 77.01870032, 'lat': 28.47534169}, {'lng': 77.01936134, 'lat': 28.47531827}, {'lng': 77.02012219, 'lat': 28.47524411}, {'lng': 77.02027478, 'lat': 28.47588053}, {'lng': 77.01981696, 'lat': 28.47600287}, {'lng': 77.02088923, 'lat': 28.47725419}, {'lng': 77.02174786, 'lat': 28.47859435}, {'lng': 77.02265132, 'lat': 28.47792811}, {'lng': 77.02330834, 'lat': 28.47762887}, {'lng': 77.0251693, 'lat': 28.47716986}, {'lng': 77.02503509, 'lat': 28.47775289}, {'lng': 77.02514023, 'lat': 28.47812597}, {'lng': 77.02469977, 'lat': 28.47842819}, {'lng': 77.02485642, 'lat': 28.4792801}, {'lng': 77.02483096, 'lat': 28.47969848}, {'lng': 77.02492335, 'lat': 28.48088843}, {'lng': 77.02433275, 'lat': 28.48126467}, {'lng': 77.02355421, 'lat': 28.48163149}, {'lng': 77.02271841, 'lat': 28.48203891}, {'lng': 77.02080475, 'lat': 28.48395148}, {'lng': 77.01983545, 'lat': 28.48550905}, {'lng': 77.01915986, 'lat': 28.48520821}, {'lng': 77.0182402, 'lat': 28.48464001}, {'lng': 77.01722563, 'lat': 28.48310188}, {'lng': 77.01609609, 'lat': 28.48131392}, {'lng': 77.01463449, 'lat': 28.48082769}, {'lng': 77.01470236, 'lat': 28.48075211}]",28.4802232,77.018303,110,Built-up ,Sq.Ft.,5000
 ,Sector 12A Gurgaon,"[{'lng': 77.01470236, 'lat': 28.48075211}, {'lng': 77.01471752, 'lat': 28.48059531}, {'lng': 77.01706636, 'lat': 28.47562231}, {'lng': 77.01752379, 'lat': 28.4754742}, {'lng': 77.01812042, 'lat': 28.47537317}, {'lng': 77.01870032, 'lat': 28.47534169}, {'lng': 77.01936134, 'lat': 28.47531827}, {'lng': 77.02012219, 'lat': 28.47524411}, {'lng': 77.02027478, 'lat': 28.47588053}, {'lng': 77.01981696, 'lat': 28.47600287}, {'lng': 77.02088923, 'lat': 28.47725419}, {'lng': 77.02174786, 'lat': 28.47859435}, {'lng': 77.02265132, 'lat': 28.47792811}, {'lng': 77.02330834, 'lat': 28.47762887}, {'lng': 77.0251693, 'lat': 28.47716986}, {'lng': 77.02503509, 'lat': 28.47775289}, {'lng': 77.02514023, 'lat': 28.47812597}, {'lng': 77.02469977, 'lat': 28.47842819}, {'lng': 77.02485642, 'lat': 28.4792801}, {'lng': 77.02483096, 'lat': 28.47969848}, {'lng': 77.02492335, 'lat': 28.48088843}, {'lng': 77.02433275, 'lat': 28.48126467}, {'lng': 77.02355421, 'lat': 28.48163149}, {'lng': 77.02271841, 'lat': 28.48203891}, {'lng': 77.02080475, 'lat': 28.48395148}, {'lng': 77.01983545, 'lat': 28.48550905}, {'lng': 77.01915986, 'lat': 28.48520821}, {'lng': 77.0182402, 'lat': 28.48464001}, {'lng': 77.01722563, 'lat': 28.48310188}, {'lng': 77.01609609, 'lat': 28.48131392}, {'lng': 77.01463449, 'lat': 28.48082769}, {'lng': 77.01470236, 'lat': 28.48075211}]",28.4802232,77.018303,1000,Plot ,Sq. Yards,"90,000"
 ,Ashok Vihar,"[{'lng': 77.01470236, 'lat': 28.48075211}, {'lng': 77.01471752, 'lat': 28.48059531}, {'lng': 77.01706636, 'lat': 28.47562231}, {'lng': 77.01752379, 'lat': 28.4754742}, {'lng': 77.01812042, 'lat': 28.47537317}, {'lng': 77.01870032, 'lat': 28.47534169}, {'lng': 77.01936134, 'lat': 28.47531827}, {'lng': 77.02012219, 'lat': 28.47524411}, {'lng': 77.02027478, 'lat': 28.47588053}, {'lng': 77.01981696, 'lat': 28.47600287}, {'lng': 77.02088923, 'lat': 28.47725419}, {'lng': 77.02174786, 'lat': 28.47859435}, {'lng': 77.02265132, 'lat': 28.47792811}, {'lng': 77.02330834, 'lat': 28.47762887}, {'lng': 77.0251693, 'lat': 28.47716986}, {'lng': 77.02503509, 'lat': 28.47775289}, {'lng': 77.02514023, 'lat': 28.47812597}, {'lng': 77.02469977, 'lat': 28.47842819}, {'lng': 77.02485642, 'lat': 28.4792801}, {'lng': 77.02483096, 'lat': 28.47969848}, {'lng': 77.02492335, 'lat': 28.48088843}, {'lng': 77.02433275, 'lat': 28.48126467}, {'lng': 77.02355421, 'lat': 28.48163149}, {'lng': 77.02271841, 'lat': 28.48203891}, {'lng': 77.02080475, 'lat': 28.48395148}, {'lng': 77.01983545, 'lat': 28.48550905}, {'lng': 77.01915986, 'lat': 28.48520821}, {'lng': 77.0182402, 'lat': 28.48464001}, {'lng': 77.01722563, 'lat': 28.48310188}, {'lng': 77.01609609, 'lat': 28.48131392}, {'lng': 77.01463449, 'lat': 28.48082769}, {'lng': 77.01470236, 'lat': 28.48075211}]",28.4802232,77.018303,250 to 300,Built-up ,Sq.Ft.,"10,000 to 12,000"
 ,Shivpuri,"[{'lng': 77.01470236, 'lat': 28.48075211}, {'lng': 77.01471752, 'lat': 28.48059531}, {'lng': 77.01706636, 'lat': 28.47562231}, {'lng': 77.01752379, 'lat': 28.4754742}, {'lng': 77.01812042, 'lat': 28.47537317}, {'lng': 77.01870032, 'lat': 28.47534169}, {'lng': 77.01936134, 'lat': 28.47531827}, {'lng': 77.02012219, 'lat': 28.47524411}, {'lng': 77.02027478, 'lat': 28.47588053}, {'lng': 77.01981696, 'lat': 28.47600287}, {'lng': 77.02088923, 'lat': 28.47725419}, {'lng': 77.02174786, 'lat': 28.47859435}, {'lng': 77.02265132, 'lat': 28.47792811}, {'lng': 77.02330834, 'lat': 28.47762887}, {'lng': 77.0251693, 'lat': 28.47716986}, {'lng': 77.02503509, 'lat': 28.47775289}, {'lng': 77.02514023, 'lat': 28.47812597}, {'lng': 77.02469977, 'lat': 28.47842819}, {'lng': 77.02485642, 'lat': 28.4792801}, {'lng': 77.02483096, 'lat': 28.47969848}, {'lng': 77.02492335, 'lat': 28.48088843}, {'lng': 77.02433275, 'lat': 28.48126467}, {'lng': 77.02355421, 'lat': 28.48163149}, {'lng': 77.02271841, 'lat': 28.48203891}, {'lng': 77.02080475, 'lat': 28.48395148}, {'lng': 77.01983545, 'lat': 28.48550905}, {'lng': 77.01915986, 'lat': 28.48520821}, {'lng': 77.0182402, 'lat': 28.48464001}, {'lng': 77.01722563, 'lat': 28.48310188}, {'lng': 77.01609609, 'lat': 28.48131392}, {'lng': 77.01463449, 'lat': 28.48082769}, {'lng': 77.01470236, 'lat': 28.48075211}]",28.4802232,77.018303,90,Plot ,Sq. Yards,2 Lac
 ,Sheetla Colony,"[{'lng': 77.01470236, 'lat': 28.48075211}, {'lng': 77.01471752, 'lat': 28.48059531}, {'lng': 77.01706636, 'lat': 28.47562231}, {'lng': 77.01752379, 'lat': 28.4754742}, {'lng': 77.01812042, 'lat': 28.47537317}, {'lng': 77.01870032, 'lat': 28.47534169}, {'lng': 77.01936134, 'lat': 28.47531827}, {'lng': 77.02012219, 'lat': 28.47524411}, {'lng': 77.02027478, 'lat': 28.47588053}, {'lng': 77.01981696, 'lat': 28.47600287}, {'lng': 77.02088923, 'lat': 28.47725419}, {'lng': 77.02174786, 'lat': 28.47859435}, {'lng': 77.02265132, 'lat': 28.47792811}, {'lng': 77.02330834, 'lat': 28.47762887}, {'lng': 77.0251693, 'lat': 28.47716986}, {'lng': 77.02503509, 'lat': 28.47775289}, {'lng': 77.02514023, 'lat': 28.47812597}, {'lng': 77.02469977, 'lat': 28.47842819}, {'lng': 77.02485642, 'lat': 28.4792801}, {'lng': 77.02483096, 'lat': 28.47969848}, {'lng': 77.02492335, 'lat': 28.48088843}, {'lng': 77.02433275, 'lat': 28.48126467}, {'lng': 77.02355421, 'lat': 28.48163149}, {'lng': 77.02271841, 'lat': 28.48203891}, {'lng': 77.02080475, 'lat': 28.48395148}, {'lng': 77.01983545, 'lat': 28.48550905}, {'lng': 77.01915986, 'lat': 28.48520821}, {'lng': 77.0182402, 'lat': 28.48464001}, {'lng': 77.01722563, 'lat': 28.48310188}, {'lng': 77.01609609, 'lat': 28.48131392}, {'lng': 77.01463449, 'lat': 28.48082769}, {'lng': 77.01470236, 'lat': 28.48075211}]",28.4802232,77.018303,1800 to 2000,Plot ,Sq. Yards,"36,000 to 40,000"
 ,New Colony,"[{'lng': 77.01470236, 'lat': 28.48075211}, {'lng': 77.01471752, 'lat': 28.48059531}, {'lng': 77.01706636, 'lat': 28.47562231}, {'lng': 77.01752379, 'lat': 28.4754742}, {'lng': 77.01812042, 'lat': 28.47537317}, {'lng': 77.01870032, 'lat': 28.47534169}, {'lng': 77.01936134, 'lat': 28.47531827}, {'lng': 77.02012219, 'lat': 28.47524411}, {'lng': 77.02027478, 'lat': 28.47588053}, {'lng': 77.01981696, 'lat': 28.47600287}, {'lng': 77.02088923, 'lat': 28.47725419}, {'lng': 77.02174786, 'lat': 28.47859435}, {'lng': 77.02265132, 'lat': 28.47792811}, {'lng': 77.02330834, 'lat': 28.47762887}, {'lng': 77.0251693, 'lat': 28.47716986}, {'lng': 77.02503509, 'lat': 28.47775289}, {'lng': 77.02514023, 'lat': 28.47812597}, {'lng': 77.02469977, 'lat': 28.47842819}, {'lng': 77.02485642, 'lat': 28.4792801}, {'lng': 77.02483096, 'lat': 28.47969848}, {'lng': 77.02492335, 'lat': 28.48088843}, {'lng': 77.02433275, 'lat': 28.48126467}, {'lng': 77.02355421, 'lat': 28.48163149}, {'lng': 77.02271841, 'lat': 28.48203891}, {'lng': 77.02080475, 'lat': 28.48395148}, {'lng': 77.01983545, 'lat': 28.48550905}, {'lng': 77.01915986, 'lat': 28.48520821}, {'lng': 77.0182402, 'lat': 28.48464001}, {'lng': 77.01722563, 'lat': 28.48310188}, {'lng': 77.01609609, 'lat': 28.48131392}, {'lng': 77.01463449, 'lat': 28.48082769}, {'lng': 77.01470236, 'lat': 28.48075211}]",28.4802232,77.018303,210,Built-up ,Sq.Ft.,"30,000"
 ,Sector 12A Gurgaon,"[{'lng': 76.91951379, 'lat': 28.37268825}, {'lng': 76.92010432, 'lat': 28.37224587}, {'lng': 76.93187899, 'lat': 28.37213572}, {'lng': 76.93200504, 'lat': 28.37290292}, {'lng': 76.9313676, 'lat': 28.37305916}, {'lng': 76.92975422, 'lat': 28.37408643}, {'lng': 76.92936494, 'lat': 28.37654556}, {'lng': 76.9272457, 'lat': 28.37800001}, {'lng': 76.9241788, 'lat': 28.37952655}, {'lng': 76.91965567, 'lat': 28.379506}, {'lng': 76.91951379, 'lat': 28.37268825}]",28.4758296,77.024781,1000,Plot ,Sq. Yards,"90,000"
 ,Jacobpura,"[{'lng': 76.91951379, 'lat': 28.37268825}, {'lng': 76.92010432, 'lat': 28.37224587}, {'lng': 76.93187899, 'lat': 28.37213572}, {'lng': 76.93200504, 'lat': 28.37290292}, {'lng': 76.9313676, 'lat': 28.37305916}, {'lng': 76.92975422, 'lat': 28.37408643}, {'lng': 76.92936494, 'lat': 28.37654556}, {'lng': 76.9272457, 'lat': 28.37800001}, {'lng': 76.9241788, 'lat': 28.37952655}, {'lng': 76.91965567, 'lat': 28.379506}, {'lng': 76.91951379, 'lat': 28.37268825}]",28.4758296,77.024781,5000,Built-up ,Sq.Ft.,1.8 Lac
 ,Sheetla Colony,"[{'lng': 76.91951379, 'lat': 28.37268825}, {'lng': 76.92010432, 'lat': 28.37224587}, {'lng': 76.93187899, 'lat': 28.37213572}, {'lng': 76.93200504, 'lat': 28.37290292}, {'lng': 76.9313676, 'lat': 28.37305916}, {'lng': 76.92975422, 'lat': 28.37408643}, {'lng': 76.92936494, 'lat': 28.37654556}, {'lng': 76.9272457, 'lat': 28.37800001}, {'lng': 76.9241788, 'lat': 28.37952655}, {'lng': 76.91965567, 'lat': 28.379506}, {'lng': 76.91951379, 'lat': 28.37268825}]",28.4758296,77.024781,1800 to 2000,Plot ,Sq. Yards,"36,000 to 40,000"
 ,Shivpuri,"[{'lng': 76.91951379, 'lat': 28.37268825}, {'lng': 76.92010432, 'lat': 28.37224587}, {'lng': 76.93187899, 'lat': 28.37213572}, {'lng': 76.93200504, 'lat': 28.37290292}, {'lng': 76.9313676, 'lat': 28.37305916}, {'lng': 76.92975422, 'lat': 28.37408643}, {'lng': 76.92936494, 'lat': 28.37654556}, {'lng': 76.9272457, 'lat': 28.37800001}, {'lng': 76.9241788, 'lat': 28.37952655}, {'lng': 76.91965567, 'lat': 28.379506}, {'lng': 76.91951379, 'lat': 28.37268825}]",28.4758296,77.024781,90,Plot ,Sq. Yards,2 Lac
 ,New Colony,"[{'lng': 76.91951379, 'lat': 28.37268825}, {'lng': 76.92010432, 'lat': 28.37224587}, {'lng': 76.93187899, 'lat': 28.37213572}, {'lng': 76.93200504, 'lat': 28.37290292}, {'lng': 76.9313676, 'lat': 28.37305916}, {'lng': 76.92975422, 'lat': 28.37408643}, {'lng': 76.92936494, 'lat': 28.37654556}, {'lng': 76.9272457, 'lat': 28.37800001}, {'lng': 76.9241788, 'lat': 28.37952655}, {'lng': 76.91965567, 'lat': 28.379506}, {'lng': 76.91951379, 'lat': 28.37268825}]",28.4758296,77.024781,210,Built-up ,Sq.Ft.,"30,000"
 ,New Colony,"[{'lng': 76.91951379, 'lat': 28.37268825}, {'lng': 76.92010432, 'lat': 28.37224587}, {'lng': 76.93187899, 'lat': 28.37213572}, {'lng': 76.93200504, 'lat': 28.37290292}, {'lng': 76.9313676, 'lat': 28.37305916}, {'lng': 76.92975422, 'lat': 28.37408643}, {'lng': 76.92936494, 'lat': 28.37654556}, {'lng': 76.9272457, 'lat': 28.37800001}, {'lng': 76.9241788, 'lat': 28.37952655}, {'lng': 76.91965567, 'lat': 28.379506}, {'lng': 76.91951379, 'lat': 28.37268825}]",28.4758296,77.024781,1100,Built-up ,Sq.Ft.,"70,000"
 ,New Colony,"[{'lng': 76.91951379, 'lat': 28.37268825}, {'lng': 76.92010432, 'lat': 28.37224587}, {'lng': 76.93187899, 'lat': 28.37213572}, {'lng': 76.93200504, 'lat': 28.37290292}, {'lng': 76.9313676, 'lat': 28.37305916}, {'lng': 76.92975422, 'lat': 28.37408643}, {'lng': 76.92936494, 'lat': 28.37654556}, {'lng': 76.9272457, 'lat': 28.37800001}, {'lng': 76.9241788, 'lat': 28.37952655}, {'lng': 76.91965567, 'lat': 28.379506}, {'lng': 76.91951379, 'lat': 28.37268825}]",28.4758296,77.024781,1100,Built-up ,Sq.Ft.,"40,000"
 ,New Colony,"[{'lng': 76.91951379, 'lat': 28.37268825}, {'lng': 76.92010432, 'lat': 28.37224587}, {'lng': 76.93187899, 'lat': 28.37213572}, {'lng': 76.93200504, 'lat': 28.37290292}, {'lng': 76.9313676, 'lat': 28.37305916}, {'lng': 76.92975422, 'lat': 28.37408643}, {'lng': 76.92936494, 'lat': 28.37654556}, {'lng': 76.9272457, 'lat': 28.37800001}, {'lng': 76.9241788, 'lat': 28.37952655}, {'lng': 76.91965567, 'lat': 28.379506}, {'lng': 76.91951379, 'lat': 28.37268825}]",28.4758296,77.024781,1100,Built-up ,Sq.Ft.,"70,000"
 ,Subhash Nagar,"[{'lng': 76.91951379, 'lat': 28.37268825}, {'lng': 76.92010432, 'lat': 28.37224587}, {'lng': 76.93187899, 'lat': 28.37213572}, {'lng': 76.93200504, 'lat': 28.37290292}, {'lng': 76.9313676, 'lat': 28.37305916}, {'lng': 76.92975422, 'lat': 28.37408643}, {'lng': 76.92936494, 'lat': 28.37654556}, {'lng': 76.9272457, 'lat': 28.37800001}, {'lng': 76.9241788, 'lat': 28.37952655}, {'lng': 76.91965567, 'lat': 28.379506}, {'lng': 76.91951379, 'lat': 28.37268825}]",28.4758296,77.024781,1600,Plot ,Sq.Ft.,1.5 Lac
 ,Sector-13 Gurgaon,"[{'lng': 76.91951379, 'lat': 28.37268825}, {'lng': 76.92010432, 'lat': 28.37224587}, {'lng': 76.93187899, 'lat': 28.37213572}, {'lng': 76.93200504, 'lat': 28.37290292}, {'lng': 76.9313676, 'lat': 28.37305916}, {'lng': 76.92975422, 'lat': 28.37408643}, {'lng': 76.92936494, 'lat': 28.37654556}, {'lng': 76.9272457, 'lat': 28.37800001}, {'lng': 76.9241788, 'lat': 28.37952655}, {'lng': 76.91965567, 'lat': 28.379506}, {'lng': 76.91951379, 'lat': 28.37268825}]",28.4758296,77.024781,1500,Plot ,Sq. Yards,2.7 Lac
 ,New Colony,"[{'lng': 76.91951379, 'lat': 28.37268825}, {'lng': 76.92010432, 'lat': 28.37224587}, {'lng': 76.93187899, 'lat': 28.37213572}, {'lng': 76.93200504, 'lat': 28.37290292}, {'lng': 76.9313676, 'lat': 28.37305916}, {'lng': 76.92975422, 'lat': 28.37408643}, {'lng': 76.92936494, 'lat': 28.37654556}, {'lng': 76.9272457, 'lat': 28.37800001}, {'lng': 76.9241788, 'lat': 28.37952655}, {'lng': 76.91965567, 'lat': 28.379506}, {'lng': 76.91951379, 'lat': 28.37268825}]",28.4758296,77.024781,400,Carpet ,Sq.Ft.,"15,000"
